Time,Etalon,Fcn1 (0.0054 -> 0.0081),Fcn1 (0.0054 -> 0.0102),Fcn17 (0.027 -> 0.0405),Fcn17 (0.027 -> 0.054),Fcn7 (0.025 -> 0.0375),Fcn7 (0.025 -> 0.05),Fcn9 (0.45 -> 0.625),Fcn9 (0.45 -> 0.90),Fcn11 (0.015 -> 0.0225),Fcn11 (0.015 -> 0.030),Fcn14 (0.306 -> 0.459),Fcn14 (0.306 -> 0.612)
0.034,34.27152871,16.18451502,7.103769122,2.929327799,-15.65193037,-19.65475099,-52.88499418,-26.32853057,-74.58986246,90.60889538,130.2231686,128.3349572,176.3762145
0.036,35.66455079,21.09460973,12.72068187,7.677485246,-9.660643708,-19.93548998,-54.83135461,-28.59667903,-79.84214227,91.32310863,131.6667669,133.6120186,183.748703
0.038,33.04873138,22.53787152,15.39181619,9.534789964,-5.91366129,-23.77409573,-60.10589231,-34.54837566,-88.52824285,87.50943587,128.2234079,134.2614578,186.1895006
0.04,27.60699769,21.1905726,15.57406219,9.217643998,-3.915056177,-30.03125179,-67.58285252,-43.01911732,-99.49757277,80.45473916,121.2233311,131.5312672,184.978159
0.042,20.38520903,17.74806646,13.77906642,7.380994485,-3.200817245,-37.70349369,-76.27289183,-52.98231606,-111.7381557,71.296697,111.8452415,126.528677,181.2517274
0.044,12.24729923,12.86030504,10.51437767,4.58219739,-3.36885366,-45.96720247,-85.36656103,-63.59335448,-124.4200563,60.9790222,101.0709359,120.1743153,175.9584133
0.046,3.869111584,7.097717828,6.248300155,1.271176955,-4.088929493,-54.18429726,-94.23967302,-74.19524999,-136.9006502,50.2459289,89.67950869,113.1956518,169.850823
0.048,-4.247365227,0.936961087,1.391101736,-2.20504343,-5.101431907,-61.88778187,-102.438649,-84.30411845,-148.7098508,39.65729494,78.26246312,106.1412095,163.5001521
0.05,-11.75044592,-5.240811729,-3.712776699,-5.590751997,-6.210465808,-68.75813966,-109.6567957,-93.5854547,-159.5262557,29.61326836,67.24839685,99.40430788,157.3200167
0.052,-18.41236955,-11.14422967,-8.785367124,-8.707255429,-7.274573695,-74.59700306,-115.7079123,-101.8276719,-169.1506204,20.3817277,56.93061738,93.24975462,151.5932928
0.054,-24.10368827,-16.56196869,-13.61141623,-11.43836169,-8.19698436,-79.30165313,-120.5007633,-108.9164644,-177.4801993,12.12493959,47.49399673,87.83982774,146.4982773
0.056,-28.77023537,-21.3512691,-18.03213872,-13.71695098,-8.916420795,-82.84213355,-124.0161891,-114.8117859,-184.485729,4.923568122,39.03919703,83.25769769,142.1322976
0.058,-32.41341313,-25.42615343,-21.93779218,-15.5132362,-9.398962559,-85.24170239,-126.2875699,-119.528169,-190.1917716,-1.202721446,31.60349526,79.52752545,138.5319973
0.06,-35.0739235,-28.74622101,-25.25994354,-16.82489589,-9.631139819,-86.56073303,-127.3847471,-123.1184997,-194.6605224,-6.278193546,25.17806932,76.63109938,135.6901508
0.062,-36.8187312,-31.30650634,-27.96398129,-17.6690289,-9.614255747,-86.88384693,-127.4011826,-125.661033,-197.9788636,-10.3572968,19.72195089,74.52121394,133.5692084
0.064,-37.73088967,-33.12862794,-30.04220403,-18.07576084,-9.359839194,-86.30990394,-126.4439791,-127.2492721,-200.2482855,-13.513868,15.17301643,73.13215665,132.1119352
0.066,-37.90180428,-34.25328627,-31.50766033,-18.08328198,-8.88608691,-84.94442228,-124.6263303,-127.9842872,-201.5772464,-15.83285368,11.45644657,72.38772769,131.2495686
0.068,-37.42551044,-34.73406507,-32.3888094,-17.73408669,-8.215142632,-82.89400417,-122.0619777,-127.9690473,-202.0755452,-17.40411934,8.491083613,72.20721565,130.9079172
0.07,-36.39457806,-34.63243065,-32.72500306,-17.07219621,-7.371065541,-80.26237795,-118.8612838,-127.3043762,-201.8503174,-18.31795022,6.194083266,72.50971933,131.0117932
0.072,-34.89730134,-34.01379398,-32.56274594,-16.14116955,-6.378354437,-77.1477158,-115.1285788,-126.0861918,-201.0033115,-18.66189514,4.484209585,73.21715887,131.4881208
0.074,-33.01588467,-32.94448945,-31.9526661,-14.98273448,-5.260911444,-73.64093761,-110.9604941,-124.4037386,-199.6291571,-18.51865728,3.284070218,74.25626747,132.2680154
0.076,-30.82538491,-31.4895269,-30.94711594,-13.63589724,-4.041347177,-69.82476213,-106.4450401,-122.3385729,-197.8143832,-17.96478575,2.52153876,75.55980596,133.2880734
0.078,-28.3932158,-29.71098227,-29.59831964,-12.13641522,-2.740546431,-65.77331113,-101.6612367,-119.9641087,-195.6369951,-17.06996779,2.130565361,77.06719646,134.4910741
0.08,-25.77905923,-27.6669059,-27.9569849,-10.51653922,-1.377428809,-61.55211236,-96.67914097,-117.345566,-193.1664516,-15.8967614,2.051536713,78.7247325,135.8262487
0.082,-23.0350619,-25.41064249,-26.0713024,-8.804951007,0.031148002,-57.21837996,-91.56015118,-114.540203,-190.463924,-14.50064208,2.231312553,80.48548905,137.2492419
0.084,-20.20622316,-22.99047163,-23.9862632,-7.026838058,1.47038339,-52.8214789,-86.35749296,-111.5977364,-187.5827411,-12.93026562,2.62303762,82.30902832,138.721864
0.086,-17.33090258,-20.44949261,-21.74323241,-5.204060882,2.927459239,-48.40350254,-81.11681791,-108.560879,-184.5689499,-11.22787188,3.185804847,84.16097426,140.211705
0.088,-14.44139383,-17.82569028,-19.37972554,-3.355378734,4.391419896,-43.99991032,-75.87686091,-105.4659416,-181.4619387,-9.429773088,3.884227044,86.01251067,141.6916677
0.09,-11.5645258,-15.15213048,-16.92934193,-1.496708423,5.853024923,-39.64018705,-70.67011783,-102.3434597,-178.2950836,-7.566884833,4.687959468,87.83984314,143.139461
0.092,-8.722263038,-12.457244,-14.42181682,0.358602416,7.304588087,-35.34849632,-65.5235164,-99.21881779,-175.0963908,-5.665269662,5.571204119,89.62365388,144.5370807
0.094,-5.932286348,-9.765166419,-11.88316032,2.19950089,8.73981228,-31.14430928,-60.45906132,-96.11285223,-171.8891162,-3.746671926,6.51221752,91.3485695,145.8703017
0.096,-3.208540852,-7.096108954,-9.335857248,4.016962432,10.15362716,-27.04299659,-55.49444156,-93.04241928,-168.6923495,-1.829029601,7.49283687,93.00265535,147.1281928
0.098,-0.56174392,-4.466741098,-6.799107224,5.803738498,11.5420341,-23.05637616,-50.64359256,-90.02092196,-165.5215545,0.073046087,8.498034163,94.57694464,148.3026635
0.1,2.000151091,-1.890571034,-4.289088225,7.554122106,12.90196132,-19.19321303,-45.91720974,-87.05879114,-162.3890643,1.94782854,9.515504004,96.06500723,149.3880491
0.102,4.471536607,0.621686289,-1.819231021,9.263733227,14.23113089,-15.45967045,-41.32321223,-84.16391971,-159.304527,3.786073601,10.53528794,97.46255983,150.3807346
0.104,6.848777644,3.061760351,0.599505393,10.92932477,15.5279383,-11.85971277,-36.8671578,-81.34205063,-156.2753055,5.580657751,11.54943612,98.76711766,151.2788183
0.106,9.129881851,5.423499968,2.958364574,12.54860903,16.79134478,-8.395462377,-32.55261098,-78.59712044,-153.306831,7.326255708,12.55170555,99.9776863,152.0818148
0.108,11.31421021,7.70257446,5.250534788,14.12010389,18.02078195,-5.067513297,-28.38146729,-75.93156123,-150.4029152,9.019055531,13.53729342,101.0944915,152.7903933
0.11,13.40222532,9.896202161,7.470906109,15.64299757,19.21606816,-1.875204993,-24.35423682,-73.34656395,-147.5660218,10.65650873,14.50260318,102.118744,153.4061514
0.112,15.39527396,12.00290629,9.615844673,17.11703063,20.37733583,1.183140336,-20.47029086,-70.84230657,-144.7975032,12.23711255,15.44504089,103.052437,153.931419
0.114,17.29540058,14.02229747,11.6829853,18.54239371,21.50496866,4.110013295,-16.72807505,-68.41815054,-142.0978046,13.76022159,16.36283894,103.8981719,154.3690909
0.116,19.10518836,15.95488155,13.67104293,19.91963953,22.59954793,6.908542232,-13.1252926,-66.07280881,-139.4666389,15.22588559,17.25490455,104.6590113,154.7224845
0.118,20.82762482,17.80189118,15.57964271,21.24960751,23.66180688,9.582344267,-9.659060862,-63.80448873,-136.9031358,16.63471081,18.12069035,105.3383538,154.99522
0.12,22.46598891,19.56513931,17.40916817,22.53335982,24.69259219,12.13539933,-6.326044506,-61.61101275,-134.4059689,17.98774206,18.96008434,105.9398297,155.1911203
0.122,24.02375685,21.24689265,19.1606266,23.77212728,25.69283184,14.57194431,-3.122568005,-59.48991973,-131.9734622,19.28636305,19.773317,106.4672146,155.3141278
0.124,25.50452437,22.84976324,20.83553053,24.96726404,26.66350837,16.89638482,-0.044710207,-57.43854936,-129.6036797,20.53221259,20.56088341,106.9243582,155.3682365
0.126,26.91194304,24.37661613,22.43579424,26.12020973,27.60563696,19.11322207,2.911616718,-55.45411201,-127.2945,21.72711466,21.32347819,107.315126,155.3574369
0.128,28.24966859,25.83049155,23.9636439,27.23245831,28.5202476,21.22699291,5.750601807,-53.533746,-125.0436776,22.87302049,22.06194168,107.6433532,155.2856719
0.13,29.52131966,27.21453965,25.42154016,28.30553242,29.4083707,23.24222108,8.476481432,-51.67456411,-122.8488936,23.97196082,22.7772157,107.9128072,155.1568018
0.132,30.73044526,28.5319665,26.81211205,29.34096263,30.27102578,25.16337811,11.09349535,-49.87369093,-120.707797,25.02600704,23.47030749,108.1271596,154.9745777
0.134,31.88049966,29.78598965,28.13810076,30.34027075,31.10921258,26.99485227,13.60585124,-48.12829247,-118.6180372,26.0372398,24.14226057,108.2899638,154.7426215
0.136,32.97482341,30.97980212,29.40231249,31.30495666,31.92390435,28.74092449,16.01769637,-46.43559918,-116.5772904,27.00772391,24.79413153,108.4046395,154.4644109
0.138,34.0166296,32.11654368,30.60757907,32.23648806,32.71604285,30.40575006,18.33309543,-44.79292352,-114.5832801,27.93948871,25.42697166,108.4744612,154.1432699
0.14,35.00899444,33.19927818,31.75672548,33.13629261,33.48653486,31.99334517,20.55601337,-43.19767289,-112.6337927,28.8345128,26.04181282,108.5025512,153.7823627
0.142,35.95485123,34.23097622,32.85254347,34.00575224,34.23624983,33.50757744,22.69030258,-41.64735888,-110.7266891,29.69471266,26.63965666,108.4918754,153.3846902
0.144,36.85698733,35.21450218,33.89777033,34.84619901,34.96601851,34.95215989,24.73969363,-40.13960327,-108.8599132,30.52193422,27.2214667,108.4452422,152.9530902
0.146,37.7180434,36.15260503,34.89507212,35.65891247,35.67663244,36.33064747,26.70778888,-38.67214159,-107.0314972,31.31794716,27.78816277,108.3653032,152.4902382
0.148,38.54051446,37.04791219,35.84703091,36.4451181,36.36884393,37.64643599,28.59805862,-37.24282454,-105.2395654,32.08444116,28.34061724,108.2545553,151.9986509
0.15,39.32675245,37.90292595,36.75613507,37.20598668,37.04336666,38.90276268,30.41383909,-35.84961783,-103.4823355,32.823024,28.87965294,108.1153448,151.4806904
0.152,40.07896988,38.72002202,37.62477256,37.94263437,37.70087657,40.10270831,32.15833219,-34.4906007,-101.7581188,33.53522089,29.40604213,107.9498719,150.9385693
0.154,40.79924434,39.50144971,38.45522639,38.65612341,38.34201304,41.24920027,33.83460637,-33.16396336,-100.0653196,34.22247497,29.92050656,107.760196,150.3743562
0.156,41.48952359,40.24933351,39.24967208,39.34746322,38.96738031,42.34501667,35.44559862,-31.86800378,-98.40243266,34.88614868,30.42371821,107.5482418,149.7899827
0.158,42.15163112,40.96567572,40.0101767,40.01761185,39.577549,43.39279093,36.9941172,-30.60112383,-96.76804123,35.52752571,30.91630064,107.3158052,149.1872493
0.16,42.78727199,41.65235991,40.73869925,40.66747774,40.17305776,44.39501695,38.48284498,-29.36182503,-95.16081379,36.14781352,31.39883072,107.0645603,148.5678324
0.162,43.39803874,42.31115496,41.43709205,41.29792153,40.75441493,45.35405451,39.91434324,-28.14870406,-93.57950068,36.74814617,31.87184073,106.796065,147.9332909
0.164,43.9854174,42.94371958,42.10710297,41.90975813,41.32210021,46.27213495,41.29105577,-26.9604481,-92.02293046,37.32958743,32.33582055,106.5117682,147.2850729
0.166,44.55079351,43.55160712,42.75037832,42.50375876,41.87656636,47.15136683,42.61531319,-25.7958301,-90.49000614,37.89313403,32.79122015,106.2130159,146.6245226
0.168,45.09545791,44.1362706,43.36846629,43.08065304,42.41824082,47.99374176,43.88933738,-24.65370402,-88.97970131,38.439719,33.23845193,105.9010573,145.9528858
0.17,45.62061252,44.69906774,43.96282062,43.64113113,42.94752731,48.80114004,45.11524602,-23.53300021,-87.49105628,38.97021505,33.67789328,105.5770511,145.2713173
0.172,46.12737585,45.24126612,44.53480464,44.18584576,43.46480735,49.57533631,46.29505703,-22.43272084,-86.02317427,39.48543789,34.10988895,105.242071,144.5808857
0.174,46.61678835,45.76404821,45.08569544,44.71541425,43.97044176,50.31800504,47.43069309,-21.35193543,-84.57521767,39.98614957,34.53475345,104.8971114,143.8825797
0.176,47.08981747,46.26851637,45.61668809,45.23042053,44.46477201,51.03072582,48.52398598,-20.28977664,-83.14640437,40.47306167,34.95277338,104.5430929,143.1773135
0.178,47.54736257,46.75569761,46.1288999,45.73141701,44.94812154,51.71498857,49.57668088,-19.2454361,-81.73600429,40.9468384,35.36420958,104.1808668,142.4659316
0.18,47.9902595,47.22654836,46.62337469,46.21892638,45.42079705,52.37219839,50.59044049,-18.21816059,-80.343336,41.40809961,35.76929928,103.8112204,141.7492139
0.182,48.41928497,47.6819589,47.10108692,46.69344338,45.88308961,53.0036804,51.56684908,-17.20724824,-78.96776347,41.85742366,36.16825804,103.4348815,141.0278802
0.184,48.8351607,48.12275767,47.56294579,47.15543648,46.33527575,53.61068423,52.50741635,-16.21204509,-77.60869309,42.29535013,36.56128168,103.052522,140.3025944
0.186,49.23855725,48.54971537,48.00979916,47.60534938,46.77761853,54.19438834,53.41358109,-15.2319417,-76.26557067,42.72238243,36.94854796,102.6647627,139.5739687
0.188,49.6300977,48.9635489,48.44243736,48.04360257,47.21036842,54.75590414,54.28671481,-14.26637008,-74.9378788,43.13899024,37.33021828,102.2721765,138.8425673
0.19,50.01036103,49.36492494,48.86159686,48.4705947,47.63376422,55.29627989,55.12812508,-13.3148007,-73.62513422,43.54561184,37.70643914,101.8752921,138.10891
0.192,50.37988535,49.75446354,49.26796375,48.88670391,48.04803385,55.81650439,55.93905878,-12.37673979,-72.3268854,43.94265625,38.07734358,101.4745971,137.3734752
0.194,50.73917085,50.1327413,49.66217702,49.29228908,48.4533951,56.31751048,56.72070517,-11.4517267,-71.04271029,44.33050534,38.44305247,101.0705413,136.6367034
0.196,51.08868259,50.5002945,50.04483178,49.687691,48.85005635,56.80017836,57.47419884,-10.53933155,-69.7722142,44.70951569,38.80367571,100.6635392,135.8989996
0.198,51.42885309,50.85762195,50.41648219,50.07323346,49.23821718,57.26533867,58.20062247,-9.639152941,-68.51502778,45.08002042,39.15931331,100.253973,135.1607366
0.2,51.76008475,51.20518772,50.77764428,50.44922427,49.61806899,57.71377546,58.90100948,-8.750815888,-67.27080521,45.44233084,39.51005643,99.84219473,134.4222566
0.202,52.08275209,51.54342362,51.12879862,50.81595626,49.98979551,58.14622896,59.57634651,-7.873969852,-66.03922244,45.79673804,39.85598826,99.42852867,133.6838744
0.204,52.39720381,51.87273159,51.47039278,51.17370813,50.35357333,58.56339818,60.22757581,-7.008286942,-64.81997561,46.14351433,40.19718488,99.01327351,132.9458787
0.206,52.70376476,52.19348586,51.80284368,51.52274532,50.70957235,58.96594336,60.85559746,-6.153460227,-63.61277956,46.48291462,40.53371603,98.59670419,132.2085348
0.208,53.00273768,52.50603501,52.1265398,51.86332082,51.05795619,59.35448829,61.46127152,-5.309202176,-62.41736643,46.81517767,40.86564579,98.1790738,131.4720859
0.21,53.29440491,52.81070387,52.44184317,52.19567585,51.3988826,59.72962248,62.04541999,-4.47524321,-61.23348437,47.14052724,41.19303322,97.76061521,130.736755
0.212,53.57902992,53.10779528,52.74909132,52.5200406,51.73250382,60.09190317,62.60882876,-3.651330363,-60.06089637,47.45917323,41.51593291,97.34154265,130.0027464
0.214,53.85685868,53.39759172,53.04859904,52.83663484,52.05896688,60.4418573,63.15224938,-2.837226036,-58.89937916,47.77131266,41.83439552,96.92205312,129.2702474
0.216,54.12812106,53.68035683,53.34066007,53.14566854,52.37841392,60.77998327,63.67640075,-2.032706849,-57.74872213,48.07713062,42.14846824,96.50232776,128.5394291
0.218,54.39303199,53.95633682,53.62554859,53.44734243,52.69098248,61.10675262,64.18197074,-1.237562575,-56.60872647,48.37680114,42.45819518,96.08253305,127.8104482
0.22,54.65179259,54.22576179,53.9035207,53.74184849,52.99680574,61.42261166,64.6696177,-0.451595158,-55.47920423,48.67048799,42.76361779,95.66282193,127.0834477
0.222,54.90459124,54.48884693,54.17481576,54.02937051,53.29601275,61.72798293,65.13997191,0.325382197,-54.35997754,48.95834544,43.06477514,95.24333489,126.3585584
0.224,55.15160452,54.74579362,54.43965758,54.31008447,53.58872867,62.02326659,65.59363692,1.093545866,-53.25087785,49.24051893,43.3617043,94.82420092,125.6358993
0.226,55.39299812,54.99679048,54.69825561,54.58415902,53.87507495,62.30884176,66.03119086,1.853062582,-52.15174524,49.51714575,43.65444051,94.40553837,124.9155791
0.228,55.62892763,55.24201435,54.95080599,54.85175588,54.15516951,62.58506774,66.45318761,2.604090155,-51.0624278,49.7883556,43.9430175,93.98745584,124.1976966
0.23,55.85953931,55.48163114,55.19749256,55.11303017,54.42912694,62.85228517,66.86015801,3.34677813,-49.982781,50.05427115,44.22746769,93.57005289,123.4823416
0.232,56.0849708,55.71579666,55.43848775,55.36813083,54.69705864,63.1108171,67.25261093,4.081268402,-48.91266719,50.31500855,44.50782234,93.15342075,122.7695957
0.234,56.30535177,55.94465737,55.6739534,55.6172009,54.95907295,63.36097004,67.63103426,4.807695781,-47.85195507,50.57067789,44.78411175,92.737643,122.0595327
0.236,56.52080449,56.16835112,55.90404164,55.86037782,55.2152753,63.60303489,67.99589596,5.526188512,-46.80051924,50.82138366,45.05636541,92.32279611,121.3522195
0.238,56.7314444,56.38700773,56.12889551,56.09779379,55.46576836,63.83728785,68.34764494,6.236868759,-45.75823976,51.06722511,45.32461209,91.90895006,120.6477165
0.24,56.93738062,56.60074963,56.3486497,56.32957595,55.71065212,64.06399129,68.68671194,6.939853045,-44.72500176,51.30829668,45.58888003,91.49616879,119.9460781
0.242,57.13871641,56.8096924,56.56343112,56.55584672,55.95002402,64.28339448,69.01351039,7.635252663,-43.70069507,51.54468829,45.84919697,91.0845107,119.2473531
0.244,57.33554961,57.01394527,56.77335953,56.77672396,56.18397902,64.49573443,69.32843717,8.323174057,-42.6852139,51.77648567,46.10559026,90.67402909,118.5515853
0.246,57.52797302,57.21361161,56.97854803,56.99232128,56.41260977,64.70123648,69.63187338,9.00371917,-41.67845652,52.0037707,46.35808694,90.26477251,117.858814
0.248,57.71607479,57.40878935,57.17910356,57.20274816,56.6360066,64.90011507,69.92418506,9.676985761,-40.68032496,52.2266216,46.60671381,89.8567852,117.1690739
0.25,57.89993876,57.59957135,57.37512736,57.40811025,56.85425769,65.09257425,70.20572384,10.34306771,-39.69072476,52.44511327,46.85149748,89.45010735,116.4823959
0.252,58.07964476,57.78604584,57.56671537,57.60850948,57.0674491,65.27880838,70.47682759,11.00205529,-38.70956473,52.65931744,47.09246441,89.0447755,115.7988071
0.254,58.2552689,57.96829669,57.75395864,57.80404425,57.27566485,65.45900255,70.73782103,11.65403541,-37.73675672,52.86930297,47.32964097,88.64082273,115.1183314
0.256,58.42688385,58.14640376,57.93694368,57.99480964,57.47898701,65.63333321,70.98901635,12.29909186,-36.7722154,53.07513596,47.56305344,88.23827902,114.4409896
0.258,58.59455907,58.32044319,58.11575278,58.18089754,57.67749575,65.80196858,71.23071369,12.93730554,-35.81585809,53.27688,47.79272809,87.83717142,113.7667996
0.26,58.75836106,58.49048765,58.29046431,58.36239677,57.8712694,65.96506912,71.46320172,13.56875462,-34.86760457,53.47459632,48.01869115,87.43752434,113.0957765
0.262,58.91835353,58.6566066,58.46115305,58.53939329,58.06038453,66.122788,71.68675811,14.19351475,-33.9273769,53.66834395,48.24096885,87.03935969,112.4279332
0.264,59.07459764,58.81886653,58.62789036,58.71197025,58.24491597,66.27527142,71.90165003,14.81165923,-32.99509932,53.85817984,48.45958747,86.64269713,111.7632803
0.266,59.22715216,58.97733115,58.7907445,58.8802082,58.42493691,66.42265909,72.10813458,15.42325917,-32.07069805,54.04415905,48.67457329,86.24755424,111.1018264
0.268,59.37607363,59.13206157,58.94978083,59.04418513,58.60051891,66.56508452,72.30645923,16.02838362,-31.15410121,54.2263348,48.88595264,85.85394663,110.4435781
0.27,59.5214165,59.28311653,59.10506199,59.20397667,58.77173197,66.70267535,72.49686223,16.6270997,-30.24523867,54.40475867,49.09375188,85.46188817,109.7885403
0.272,59.6632333,59.43055253,59.25664811,59.3596561,58.93864459,66.83555372,72.679573,17.21947275,-29.34404195,54.57948063,49.29799743,85.07139106,109.1367165
0.274,59.80157476,59.57442398,59.40459699,59.51129452,59.10132376,66.96383653,72.8548125,17.80556641,-28.45044413,54.7505492,49.49871575,84.682466,108.4881083
0.276,59.93648992,59.71478335,59.54896424,59.65896093,59.25983509,67.08763574,73.0227936,18.38544277,-27.56437973,54.9180115,49.69593336,84.29512229,107.8427165
0.278,60.06802625,59.85168132,59.68980344,59.80272231,59.41424277,67.2070586,73.18372141,18.9591624,-26.68578466,55.08191336,49.88967682,83.90936795,107.2005401
0.28,60.19622974,59.98516686,59.82716629,59.94264372,59.56460964,67.32220795,73.33779359,19.52678452,-25.8145961,55.24229937,50.07997273,83.52520982,106.5615773
0.282,60.32114503,60.11528737,59.96110272,60.07878837,59.71099725,67.43318243,73.48520068,20.08836701,-24.95075245,55.399213,50.26684773,83.14265363,105.9258253
0.284,60.44281544,60.24208878,60.091661,60.2112177,59.85346586,67.54007668,73.62612638,20.64396655,-24.09419328,55.55269661,50.45032851,82.76170413,105.2932801
0.286,60.5612831,60.36561565,60.21888787,60.33999148,59.9920745,67.64298161,73.76074784,21.19363864,-23.2448592,55.70279157,50.63044177,82.38236512,104.6639369
0.288,60.67658902,60.48591123,60.34282863,60.46516783,60.12688101,67.74198452,73.88923593,21.73743768,-22.40269189,55.84953827,50.80721425,82.00463955,104.0377902
0.29,60.78877312,60.60301757,60.46352723,60.58680332,60.25794202,67.83716936,74.01175549,22.27541707,-21.56763396,55.9929762,50.98067271,81.6285296,103.4148336
0.292,60.89787434,60.71697559,60.58102638,60.70495306,60.38531306,67.92861685,74.12846559,22.80762921,-20.73962897,56.133144,51.1508439,81.2540367,102.7950601
0.294,61.00393067,60.82782513,60.69536756,60.81967069,60.50904855,68.01640467,74.23951973,23.33412556,-19.91862135,56.2700795,51.31775459,80.88116164,102.1784621
0.296,61.10697924,60.93560505,60.8065912,60.93100851,60.62920181,68.10060763,74.3450661,23.85495675,-19.10455634,56.40381977,51.48143156,80.50990458,101.5650313
0.298,61.2070563,61.04035326,60.91473663,61.03901748,60.74582513,68.1812978,74.44524779,24.37017254,-18.29737999,56.53440112,51.64190155,80.14026512,100.9547591
0.3,61.30419736,61.14210678,61.01984225,61.14374731,60.85896976,68.25854463,74.54020297,24.87982192,-17.49703909,56.66185922,51.79919132,79.77224232,100.3476362
0.302,61.39843716,61.24090179,61.12194552,61.24524648,60.96868599,68.33241512,74.63006512,25.38395313,-16.70348116,56.78622905,51.95332757,79.40583481,99.74365293
0.304,61.48980974,61.3367737,61.22108302,61.34356234,61.0750231,68.40297393,74.71496319,25.88261367,-15.91665441,56.90754499,52.10433699,79.04104072,99.14279931
0.306,61.57834848,61.42975716,61.31729053,61.43874107,61.17802947,68.47028349,74.79502179,26.37585039,-15.13650769,57.02584081,52.25224624,78.67785782,98.54506489
0.308,61.66408613,61.51988613,61.41060305,61.53082781,61.27775254,68.53440412,74.87036136,26.86370947,-14.36299049,57.14114972,52.39708191,78.3162835,97.95043893
0.31,61.74705483,61.60719388,61.50105486,61.61986665,61.37423885,68.59539413,74.94109835,27.34623648,-13.5960529,57.25350441,52.53887056,77.95631479,97.35891039
0.312,61.82728616,61.69171307,61.58867954,61.70590067,61.4675341,68.65330992,75.00734534,27.82347639,-12.8356456,57.36293702,52.67763868,77.59794843,96.77046795
0.314,61.90481115,61.77347576,61.67351002,61.78897203,61.5576831,68.70820607,75.06921124,28.29547358,-12.08171981,57.46947923,52.81341271,77.24118086,96.18510005
0.316,61.97966034,61.85251343,61.75557862,61.86912192,61.64472988,68.76013544,75.12680139,28.76227191,-11.33422731,57.57316223,52.94621899,76.88600825,95.6027949
0.318,62.05186374,61.92885702,61.83491704,61.94639066,61.72871763,68.80914925,75.18021773,29.22391469,-10.59312037,57.67401677,53.07608383,76.53242656,95.02354052
0.32,62.12145091,62.00253695,61.91155647,62.02081774,61.80968879,68.85529714,75.22955891,29.68044475,-9.858351797,57.77207315,53.20303342,76.18043149,94.44732472
0.322,62.18845097,62.07358318,61.98552754,62.09244178,61.887685,68.89862728,75.27492043,30.13190439,-9.129874845,57.86736127,53.32709387,75.83001856,93.87413518
0.324,62.25289258,62.14202514,62.05686036,62.16130063,61.96274719,68.9391864,75.31639476,30.57833548,-8.407643255,57.95991062,53.44829121,75.4811831,93.30395942
0.326,62.31480402,62.20789188,62.12558459,62.22743139,62.03491555,68.9770199,75.35407144,31.01977941,-7.691611218,58.0497503,53.56665137,75.13392028,92.73678484
0.328,62.37421315,62.27121195,62.19172941,62.29087038,62.10422955,69.01217186,75.38803724,31.45627713,-6.981733362,58.13690905,53.68220017,74.7882251,92.17259871
0.33,62.43114747,62.33201355,62.25532355,62.35165323,62.17072801,69.04468518,75.41837619,31.88786918,-6.277964745,58.22141523,53.79496333,74.44409244,91.6113882
0.332,62.48563409,62.39032445,62.31639533,62.4098149,62.23444904,69.07460155,75.44516976,32.31459568,-5.580260839,58.30329687,53.90496645,74.10151703,91.0531404
0.334,62.53769979,62.44617204,62.37497267,62.46538965,62.29543012,69.10196154,75.46849692,32.73649632,-4.888577519,58.38258165,54.01223503,73.76049351,90.49784233
0.336,62.58737099,62.49958336,62.43108309,62.51841112,62.35370809,69.12680468,75.48843422,33.15361045,-4.202871056,58.45929694,54.11679444,73.42101639,89.94548092
0.338,62.6346738,62.55058508,62.48475373,62.56891233,62.40931915,69.14916947,75.50505591,33.565977,-3.523098101,58.53346978,54.21866994,73.0830801,89.39604307
0.34,62.679634,62.59920354,62.5360114,62.6169257,62.46229891,69.16909341,75.51843402,33.97363455,-2.849215682,58.60512691,54.31788664,72.74667898,88.84951561
0.342,62.72227707,62.64546475,62.58488251,62.66248306,62.51268239,69.18661312,75.52863843,34.37662132,-2.181181193,58.67429476,54.41446956,72.41180731,88.30588534
0.344,62.76262818,62.68939441,62.6313932,62.7056157,62.56050404,69.20176429,75.53573698,34.77497518,-1.518952384,58.74099948,54.50844355,72.07845927,87.76513903
0.346,62.80071223,62.7310179,62.67556922,62.74635436,62.60579771,69.21458177,75.5397955,35.16873364,-0.862487357,58.80526694,54.59983335,71.746629,87.22726342
0.348,62.83655381,62.77036032,62.71743607,62.78472925,62.64859675,69.2250996,75.54087793,35.5579339,-0.211744554,58.86712272,54.68866355,71.41631058,86.69224524
0.35,62.87017727,62.80744645,62.75701891,62.82077008,62.68893394,69.23335105,75.53904635,35.94261282,0.433317244,58.92659216,54.77495862,71.08749805,86.16007121
0.352,62.90160668,62.84230082,62.7943426,62.85450607,62.72684156,69.23936862,75.53436109,36.32280693,1.072738927,58.9837003,54.85874288,70.76018539,85.63072803
0.354,62.93086584,62.87494769,62.82943175,62.88596596,62.76235137,69.2431841,75.52688075,36.69855247,1.706561063,59.03847196,54.94004048,70.43436655,85.1042024
0.356,62.95797831,62.90541102,62.86231066,62.91517804,62.79549463,69.24482862,75.51666231,37.06988535,2.3348239,59.09093167,55.01887547,70.11003545,84.58048104
