Time,Etalon,Fcn1 (0.0054 -> 0.0081),Fcn1 (0.0054 -> 0.0102),Fcn17 (0.027 -> 0.0405),Fcn17 (0.027 -> 0.054),Fcn7 (0.025 -> 0.0375),Fcn7 (0.025 -> 0.05),Fcn9 (0.45 -> 0.625),Fcn9 (0.45 -> 0.90),Fcn11 (0.015 -> 0.0225),Fcn11 (0.015 -> 0.030),Fcn14 (0.306 -> 0.459),Fcn14 (0.306 -> 0.612)
0.358,62.98296741,62.93371454,62.89300338,62.94217013,62.82630211,69.24433263,75.50376115,37.4368412,2.957567376,59.14110377,55.09527172,69.78718599,84.05955067
0.36,63.00585621,62.95988174,62.92153369,62.96696964,62.85480413,69.24172595,75.48823112,37.79945532,3.57483112,59.1890123,55.16925297,69.46581202,83.54139802
0.362,63.02666754,62.98393582,62.94792512,62.98960355,62.88103051,69.2370378,75.47012461,38.15776275,4.186654459,59.2346811,55.2408428,69.1459074,83.02600983
0.364,63.04542401,63.00589979,62.97220095,63.01009843,62.90501066,69.23029682,75.44949258,38.51179824,4.793076423,59.27813377,55.31006465,68.82746596,82.51337287
0.366,63.06214801,63.02579639,62.99438422,63.02848046,62.92677351,69.22153108,75.42638463,38.86159624,5.394135747,59.3193937,55.3769418,68.51048152,82.00347393
0.368,63.07686169,63.04364815,63.01449772,63.04477543,62.94634759,69.21076812,75.40084902,39.20719093,5.98987088,59.35848403,55.44149737,68.19494787,81.49629982
0.37,63.089587,63.05947736,63.03256403,63.05900877,62.96376098,69.19803498,75.37293278,39.54861624,6.580319984,59.39542769,55.50375434,67.88085884,80.99183739
0.372,63.10034567,63.07330611,63.04860548,63.07120551,62.97904138,69.18335816,75.34268168,39.8859058,7.165520939,59.43024741,55.56373554,67.5682082,80.4900735
0.374,63.10915923,63.08515625,63.06264419,63.08139037,62.99221605,69.16676373,75.31014031,40.21909298,7.74551135,59.4629657,55.62146362,67.25698976,79.99099506
0.376,63.11604899,63.09504944,63.07470207,63.08958771,63.0033119,69.14827727,75.27535211,40.54821092,8.320328545,59.49360486,55.6769611,66.94719731,79.494589
0.378,63.12103608,63.10300713,63.0848008,63.09582153,63.01235541,69.12792392,75.23835945,40.87329245,8.890009586,59.52218698,55.73025032,66.63882464,79.00084232
0.38,63.12414142,63.10905054,63.09296186,63.10011555,63.01937273,69.10572839,75.19920361,41.1943702,9.454591262,59.54873397,55.7813535,66.33186557,78.50974201
0.382,63.12538573,63.11320073,63.09920652,63.10249314,63.02438961,69.08171498,75.15792484,41.5114765,10.0141101,59.57326751,55.83029265,66.02631388,78.02127513
0.384,63.12478954,63.11547853,63.10355587,63.10297737,63.02743146,69.05590759,75.11456242,41.82464347,10.56860237,59.59580912,55.87708968,65.7221634,77.53542879
0.386,63.12237321,63.1159046,63.10603076,63.10159101,63.02852332,69.02832973,75.06915465,42.13390296,11.11810408,59.6163801,55.9217663,65.41940795,77.0521901
0.388,63.11815689,63.11449938,63.10665187,63.09835654,63.02768989,68.99900454,75.02173892,42.43928659,11.66265098,59.63500156,55.96434409,65.11804137,76.57154627
0.39,63.11216056,63.11128314,63.10543969,63.09329614,63.02495556,68.9679548,74.97235172,42.74082574,12.20227857,59.65169444,56.00484444,64.81805749,76.09348451
0.392,63.10440401,63.10627598,63.10241452,63.08643172,63.02034436,68.93520295,74.92102868,43.03855155,12.7370221,59.66647949,56.04328863,64.51945018,75.6179921
0.394,63.09490686,63.09949779,63.09759646,63.07778491,63.01388001,68.90077106,74.8678046,43.33249492,13.26691657,59.67937727,56.07969773,64.2222133,75.14505635
0.396,63.08368856,63.09096828,63.09100544,63.0673771,63.00558591,68.86468092,74.81271347,43.62268654,13.79199674,59.69040816,56.1140927,63.92634074,74.67466463
0.398,63.07076836,63.08070701,63.08266121,63.05522937,62.99548517,68.82695395,74.7557885,43.90915684,14.31229713,59.69959235,56.14649432,63.6318264,74.20680437
0.4,63.05616537,63.06873333,63.07258332,63.04136259,62.98360056,68.78761131,74.69706214,44.19193604,14.82785199,59.70694989,56.17692321,63.33866421,73.74146302
0.402,63.0398985,63.05506645,63.06079117,63.02579736,62.96995459,68.74667383,74.63656614,44.47105414,15.33869537,59.71250061,56.20539984,63.04684809,73.27862809
0.404,63.02198653,63.03972538,63.04730397,63.00855404,62.95456947,68.70416207,74.57433151,44.74654091,15.84486107,59.7162642,56.23194454,62.75637199,72.81828715
0.406,63.00244803,63.02272897,63.03214077,62.98965275,62.93746711,68.66009629,74.5103886,45.0184259,16.34638265,59.71826016,56.25657745,62.4672299,72.36042783
0.408,62.98130144,63.00409592,63.01532043,62.96911338,62.91866917,68.61449649,74.44476709,45.28673843,16.84329344,59.71850784,56.27931859,62.17941579,71.90503777
0.41,62.95856503,62.98384474,62.99686167,62.94695559,62.898197,68.56738239,74.37749604,45.55150763,17.33562655,59.7170264,56.30018781,61.89292368,71.4521047
0.412,62.9342569,62.96199379,62.97678302,62.92319882,62.87607172,68.51877347,74.30860388,45.8127624,17.82341484,59.71383486,56.3192048,61.6077476,71.00161639
0.414,62.908395,62.93856126,62.95510287,62.89786228,62.85231417,68.46868895,74.23811843,46.07053141,18.30669096,59.70895205,56.33638911,61.3238816,70.55356066
0.416,62.88099711,62.9135652,62.93183942,62.87096498,62.82694492,68.4171478,74.16606696,46.32484316,18.78548734,59.70239665,56.35176014,61.04131974,70.10792539
0.418,62.85208088,62.88702347,62.90701072,62.84252571,62.79998431,68.36416875,74.09247616,46.57572591,19.25983618,59.69418719,56.36533712,60.76005613,69.66469849
0.42,62.82166378,62.85895381,62.88063468,62.81256305,62.77145243,68.3097703,74.01737217,46.82320772,19.72976945,59.68434202,56.37713913,60.48008487,69.22386795
0.422,62.78976315,62.82937377,62.85272904,62.78109539,62.74136911,68.25397073,73.94078063,47.06731644,20.19531893,59.67287935,56.38718513,60.20140011,68.7854218
0.424,62.75639617,62.79830078,62.82331136,62.7481409,62.70975395,68.19678808,73.86272665,47.30807974,20.65651614,59.65981722,56.3954939,59.92399599,68.34934812
0.426,62.72157986,62.76575209,62.7923991,62.71371758,62.67662632,68.13824019,73.78323485,47.54552505,21.11339242,59.64517353,56.40208408,59.6478667,67.91563505
0.428,62.6853311,62.73174482,62.76000952,62.67784322,62.64200537,68.07834468,73.70232937,47.77967964,21.56597888,59.62896602,56.40697416,59.37300645,67.48427078
0.43,62.64766664,62.69629592,62.72615975,62.64053543,62.60590999,68.01711897,73.62003389,48.01057054,22.01430642,59.61121227,56.41018249,59.09940945,67.05524356
